title,genre,publisher,developer,console,total_sales,na_sales,jp_sales,pal_sales,other_sales,critic_score,release_date,num_platforms
Novastorm,Shooter,Psygnosis,Psygnosis,PS,0.04,0.02,0.00,0.02,0.00,0.00,1995-10-01,1
North American Hunting Extravaganza 2,Sports,Destineer,Arcade Moon,Wii,0.04,0.03,0.00,0.00,0.00,0.00,2010-10-12,1
Flow: Urban Dance Uprising,Misc,Ubisoft,Artificial Mind and Movement,PS2,0.04,0.02,0.00,0.01,0.00,0.00,2005-11-15,1
Kikou Heidan J-Phoenix 2,Action,Takara,Takara,PS2,0.04,0.00,0.04,0.00,0.00,0.00,2003-08-28,1
Way of the Samurai 2 Portable,Action,Spike,Spike,PSP,0.04,0.00,0.04,0.00,0.00,0.00,2009-09-03,1
Watashi no Relaxuma,Simulation,Rocket Company,Rocket Company,DS,0.04,0.00,0.04,0.00,0.00,0.00,2007-04-12,1
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,Adventure,Nippon Ichi Software,Flight-Plan,PSP,0.04,0.00,0.04,0.00,0.00,0.00,2010-09-16,1
Gray Matter,Adventure,DTP Entertainment,Wizarbox Studios,X360,0.04,0.00,0.00,0.04,0.00,0.00,2011-02-25,1
Gravity Falls: Legend of the Gnome Gemulets,Action,Ubisoft,Ubisoft,3DS,0.04,0.03,0.00,0.00,0.00,0.00,2015-10-20,1
Farming 2017 - The Simulation,Simulation,UIG Entertainment,UIG Entertainment,"PC, PS4",0.04,0.00,0.00,0.04,0.00,0.00,2016-08-19,2
TOCA Race Driver 2: Ultimate Racing Simulator & Colin McRae Rally 04,Racing,Codemasters,Codemasters,XB,0.04,0.03,0.00,0.01,0.00,0.00,2004-10-05,1
Boktai 2: Solar Boy Django,Role-Playing,Konami,Kojima Productions,GBA,0.04,0.03,0.00,0.01,0.00,79.00,2004-10-19,1
Catwoman,Platform,Electronic Arts,Magic Pockets,GBA,0.04,0.03,0.00,0.01,0.00,61.00,2004-07-20,1
Cats Together,Simulation,Bandai Namco Games,Bandai Namco Games,"3DS, NS",0.04,0.00,0.04,0.00,0.00,0.00,2018-11-01,2
Cat Quest,Adventure,PQube,The Gentlebros,NS,0.04,0.04,0.00,0.00,0.00,0.00,2018-10-09,1
Casual Mania!,Puzzle,Destineer,Most Wanted Entertainment,DS,0.04,0.04,0.00,0.00,0.00,0.00,2010-02-23,1
NHL Blades of Steel 2000,Sports,Konami,Konami,PS,0.04,0.02,0.00,0.01,0.00,0.00,2000-02-01,1
Klonoa Heroes: Densetsu no Star Medal,Role-Playing,Namco,Namco,GBA,0.04,0.00,0.04,0.00,0.00,0.00,2002-12-13,1
Shadow of the Colossus,Adventure,Sony Computer Entertainment,Bluepoint Games,PS3,0.04,0.00,0.04,0.00,0.00,0.00,2011-09-22,1
J-League Pro Striker 2,Sports,Sega,Sega,GEN,0.04,0.00,0.04,0.00,0.00,0.00,1994-07-15,1
Bloody Roar Extreme,Fighting,Hudson Soft,Eighting / Raizing,XB,0.04,0.03,0.00,0.01,0.00,0.00,2003-05-27,1
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,Misc,Nintendo,TOSE,DS,0.04,0.00,0.04,0.00,0.00,0.00,2006-04-27,1
Just Sing! Vol. 2,Misc,PQube,Engine Software,DS,0.04,0.00,0.00,0.04,0.00,0.00,2011-09-23,1
Ride to Hell: Retribution,Racing,Deep Silver,Deep Silver,PS3,0.04,0.02,0.00,0.02,0.01,0.00,2013-06-25,1
Richard Burns Rally,Racing,SCi,Warthog,PC,0.04,0.00,0.00,0.03,0.00,0.00,2004-09-03,1
DT Carnage,Racing,Agetec,Axis Entertainment,PSP,0.04,0.03,0.00,0.00,0.00,0.00,2009-04-21,1
Pure Pinball,Misc,XS Games,Iridon Interactive,XB,0.04,0.03,0.00,0.01,0.00,0.00,2004-08-05,1
Punch Line,Adventure,PQube,5pb. Inc.,PS4,0.04,0.03,0.00,0.00,0.01,0.00,2018-10-09,1
Kisuato,Adventure,TGL,TGL,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2015-11-26,1
Sleepover Party,Misc,Ubisoft,Ubisoft,Wii,0.04,0.03,0.00,0.00,0.00,0.00,2010-01-12,1
Disney Sports Football,Sports,Konami,Konami,"GBA, GC",0.04,0.02,0.00,0.01,0.00,62.00,2002-11-05,2
Banushi Life Game: Winner's Circle,Sports,Genki,Genki,DS,0.04,0.00,0.04,0.00,0.00,0.00,2007-10-18,1
WRC: FIA World Rally Championship,Racing,Namco Bandai,Traveller's Tales,PSP,0.04,0.02,0.00,0.01,0.00,0.00,2006-04-18,1
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,Simulation,Konami,Konami,DS,0.04,0.00,0.04,0.00,0.00,0.00,2008-03-14,1
Lionel Trains: On Track,Action,DSI Games,Unknown,DS,0.04,0.04,0.00,0.00,0.00,0.00,2006-12-06,1
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,Misc,D3 Publisher,Bisty,PS2,0.04,0.00,0.04,0.00,0.00,0.00,2008-12-18,1
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,Simulation,Namco Bandai Games,Bandai Namco Games,PS3,0.04,0.00,0.04,0.00,0.00,0.00,2016-02-25,1
Syndicate Wars,Strategy,Electronic Arts,Bullfrog,PS,0.04,0.02,0.00,0.01,0.00,0.00,1997-07-31,1
Hunter x Hunter: Wonder Adventure,Action-Adventure,Namco Bandai Games,Namco Bandai Games,PSP,0.04,0.00,0.04,0.00,0.00,0.00,2012-09-20,1
Riding Stables: The Whitakers present Milton and Friends,Sports,DTP Entertainment,Koch Media,3DS,0.04,0.00,0.00,0.04,0.00,0.00,2011-10-28,1
Aragami,Action,Maximum Games,Lince Works,PS4,0.04,0.03,0.00,0.00,0.01,0.00,2016-10-11,1
Ar Nosurge: Ode to an Unborn Star,Role-Playing,Tecmo Koei,Gust,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2015-07-02,1
Aquanaut's Holiday: Kakusareta Kiroku,Adventure,Sony Computer Entertainment,ArtDink,PS3,0.04,0.00,0.04,0.00,0.00,0.00,2008-09-25,1
Trollz: Hair Affair!,Misc,Ubisoft,Powerhead Games,GBA,0.04,0.03,0.00,0.01,0.00,0.00,2005-11-01,1
Jikkyou World Soccer 2002,Sports,Konami,Konami,PS2,0.04,0.00,0.04,0.00,0.00,0.00,2002-05-16,1
Housekeeping,Action,IE Institute,Unknown,DS,0.04,0.00,0.04,0.00,0.00,0.00,2006-12-07,1
Konami Arcade Classics,Misc,Konami,KCE Sapporo,PS,0.04,0.02,0.00,0.01,0.00,0.00,1999-11-30,1
Castlevania Bloodlines,Platform,Konami,Konami,GEN,0.04,0.00,0.04,0.00,0.00,0.00,1994-03-17,1
Tiger Woods PGA Tour Golf,Sports,"Destination Software, Inc",Rebellion Developments,GBA,0.04,0.03,0.00,0.01,0.00,0.00,2002-05-29,1
B.L.U.E.: Legend of Water,Adventure,Unknown,Unknown,PS,0.04,0.00,0.04,0.00,0.00,0.00,,1
Okami HD,Action,Capcom,Capcom,NS,0.04,0.00,0.04,0.00,0.00,0.00,2018-08-09,1
Sherlock Holmes: Secret of The Silver Earring,Adventure,DreamCatcher Interactive,DreamCatcher Interactive,Wii,0.04,0.00,0.00,0.03,0.00,0.00,2010-11-23,1
Shaun the Sheep,Adventure,D3 Publisher,Art,DS,0.04,0.04,0.00,0.00,0.00,0.00,2008-09-23,1
Shattered Union,Strategy,2K Games,PopTop Software,XB,0.04,0.03,0.00,0.01,0.00,0.00,2005-10-17,1
Lise no Atelier: Ordre no Renkinjutsushi,Role-Playing,Gust,Gust,DS,0.04,0.00,0.04,0.00,0.00,0.00,2007-04-19,1
Espgaluda II Black Label,Shooter,Cave,Cave,X360,0.04,0.00,0.04,0.00,0.00,0.00,2010-02-25,1
System 3 presents Ferrari Challenge Trofeo Pirelli,Racing,System 3 Arcade Software,Climax Group,DS,0.04,0.03,0.00,0.01,0.00,0.00,2008-08-26,1
You Don't Know Jack,Misc,Sierra Entertainment,"Jellyvision, Inc.",PC,0.04,0.04,0.00,0.00,0.00,92.00,1995-09-30,1
A Good Librarian Like a Good Shepherd: Library Party,Action,Kaga Create,August,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2015-02-12,1
Demolition Company: Gold Edition,Simulation,Unknown,Giants Software,PC,0.04,0.00,0.00,0.04,0.00,0.00,2011-08-04,1
Omen of Sorrow,Fighting,Soedesco,AOne Games,PS4,0.04,0.03,0.00,0.00,0.01,0.00,2018-11-16,1
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,Action,Namco Bandai,Namco Bandai Games,DS,0.04,0.00,0.04,0.00,0.00,0.00,2010-11-04,1
The Sims Deluxe,Simulation,Electronic Arts,Maxis,PC,0.04,0.01,0.00,0.02,0.00,0.00,2002-09-15,1
The Sims 4: Spa Day,Simulation,Electronic Arts,Unknown,PC,0.04,0.00,0.00,0.04,0.00,0.00,2015-07-14,1
Disney's Donald Duck: Goin' Quackers,Platform,Ubisoft,Ubisoft Montreal,GC,0.04,0.03,0.00,0.01,0.00,0.00,2002-03-25,1
99 no Namida,Adventure,Bandai,Bandai Namco Games,DS,0.04,0.00,0.04,0.00,0.00,0.00,2008-06-05,1
Yonder: The Cloud Catcher Chronicles,Action,CokeM Interactive,Prideful Sloth,PS4,0.04,0.03,0.00,0.00,0.01,0.00,2017-07-25,1
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,Role-Playing,Rocket Company,Rocket Company,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2016-03-10,1
Top Gun,Simulation,Mastiff,InterActive Vision Games,DS,0.04,0.04,0.00,0.00,0.00,0.00,2006-05-03,1
True Pinball,Misc,Acclaim Entertainment,Digital Illusions,PS,0.04,0.02,0.00,0.01,0.00,0.00,1996-09-01,1
True Love Story 3,Simulation,Enterbrain,Enterbrain,PS2,0.04,0.00,0.04,0.00,0.00,0.00,2001-04-05,1
Beyblade Burst: God,Role-Playing,FuRyu Corporation,FuRyu,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2017-11-23,1
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,Role-Playing,Experience Inc.,Experience Inc.,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2015-01-22,1
Syberia III,Role-Playing,Microids,Unknown,PC,0.04,0.02,0.00,0.02,0.00,0.00,2017-04-25,1
The History Channel: Great Battles - Medieval,Strategy,Unknown,Slitherine Software,PS3,0.04,0.00,0.00,0.04,0.01,0.00,,1
Gal Gun,Simulation,Alchemist,Inti Creates,X360,0.04,0.00,0.04,0.00,0.00,0.00,2011-01-27,1
One Piece: Great Pirate Colosseum,Fighting,Namco Bandai Games,Arc System Works,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2016-09-21,1
Ookami to Koushinryou: Boku to Horo no Ichinen,Adventure,ASCII Media Works,ASCII Media Works,DS,0.04,0.00,0.04,0.00,0.00,0.00,2008-06-26,1
Ookami Kakushi,Action,Konami,Konami,PSP,0.04,0.00,0.04,0.00,0.00,0.00,2009-08-20,1
Senran Kagura Burst Re:Newal,Action,Xseed Games,HONEY PARADE GAMES,PS4,0.04,0.00,0.04,0.00,0.00,0.00,2019-01-15,1
Virtua Tennis 4,Sports,Sega,Sega,PC,0.04,0.00,0.00,0.03,0.01,0.00,2011-06-24,1
Off-Road Drive,Racing,1C Company,Avalon Style,PC,0.04,0.00,0.00,0.04,0.00,0.00,2011-09-29,1
Hakuouki: Reimeiroku Portable,Adventure,Idea Factory,Otomate,PSP,0.04,0.00,0.04,0.00,0.00,0.00,2011-07-28,1
Voodoo Chronicles: First Sign,Adventure,ValuSoft,ValuSoft,PC,0.04,0.03,0.00,0.00,0.00,0.00,2011-09-06,1
Emergency Room: Real Life Rescues,Simulation,Legacy Interactive,Legacy Interactive,DS,0.04,0.04,0.00,0.00,0.00,0.00,2009-08-25,1
Medarot 9: Kabuto Ver. / Kuwagata Ver.,Role-Playing,Rocket Company,Rocket Company,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2015-12-24,1
Mazes of Fate DS,Role-Playing,Graffiti,Sabarasa Entertainment,DS,0.04,0.04,0.00,0.00,0.00,0.00,2008-08-22,1
Enchanted Arms (JP sales),Role-Playing,Ubisoft,From Software,PS3,0.04,0.00,0.04,0.00,0.00,0.00,2007-04-03,1
Empire Earth III,Strategy,Sierra Entertainment,Mad Doc Software,PC,0.04,0.00,0.00,0.03,0.00,48.00,2007-11-06,1
Supreme Commander: Forged Alliance,Strategy,THQ,Gas Powered Games,PC,0.04,0.01,0.00,0.02,0.00,81.00,2007-11-06,1
Onsei Kanjou Sokuteiki: Kokoro Scan,Misc,Sega,Sega,DS,0.04,0.00,0.04,0.00,0.00,0.00,2007-08-16,1
Onimusha: Warlords,Action-Adventure,Capcom,Capcom,"NS, PS4",0.04,0.00,0.04,0.00,0.00,0.00,2019-01-15,2
Ore no Imouto ga Konna ni Kawaii wake ga Nai. Happy End,Visual Novel,Namco Bandai Games,Banpresto,PS3,0.04,0.00,0.04,0.00,0.00,0.00,2013-09-26,1
Aikatsu Stars! My Special Appeal,Action,Bandai Namco Games,Bandai Namco Games,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2016-11-24,1
Hero Must Die,Role-Playing,Nippon Ichi Software,Pyramid,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2016-02-25,1
Castle of Shikigami III,Shooter,Aksys Games,Alfa System,Wii,0.04,0.04,0.00,0.00,0.00,72.00,2008-05-13,1
Casper's Scare School: Spooky Sports Day,Sports,Crave Entertainment,The Code Monkeys,"DS, Wii",0.04,0.04,0.00,0.00,0.00,0.00,2010-10-19,2
Supreme Commander,Strategy,THQ,Gas Powered Games,PC,0.04,0.00,0.00,0.04,0.01,87.00,2007-02-20,1
Superman: Countdown to Apokolips,Platform,Atari,Mistic Software,GBA,0.04,0.03,0.00,0.01,0.00,0.00,2003-03-26,1
Superdimension Neptunia VS Sega Hard Girls: Yume no Gattai Special,Role-Playing,Idea Factory,Compile Heart,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2016-10-18,1
Yoku's Island Express,Action,Villa Gorilla,Villa Gorilla,"NS, PS4, XOne",0.04,0.03,0.00,0.00,0.00,90.00,2018-06-19,3
YoKai Watch Dance: Just Dance Special Version,Music,Level 5,Level 5,WiiU,0.04,0.00,0.04,0.00,0.00,0.00,2015-12-05,1
Yes! PreCure 5,Action,Namco Bandai,Bandai Namco Games,DS,0.04,0.00,0.04,0.00,0.00,0.00,2007-11-29,1
Elven Legacy,Strategy,Paradox Interactive,1C:Ino-Co,PC,0.04,0.04,0.00,0.00,0.00,0.00,2009-04-07,1
Turbo: Super Stunt Squad,Racing,D3Publisher,D3 Publisher,DS,0.04,0.00,0.00,0.04,0.00,0.00,2013-07-16,1
Megadimension Neptunia VII,Role-Playing,Idea Factory International,Compile Heart,PS4,0.04,0.00,0.04,0.00,0.00,0.00,2016-02-02,1
Hyakka Hyakurou: Sengoku Ninpoujou,Adventure,D3Publisher,RED Entertainment,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2016-02-25,1
Super Robot Taisen: Scramble Commander the 2nd,Strategy,Banpresto,Banpresto,PS2,0.04,0.00,0.04,0.00,0.00,0.00,2007-11-01,1
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,Adventure,5pb,5pb. Inc.,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2016-10-27,1
Corpse Party: Book of Shadows,Adventure,5pb,Team GrisGris,PSP,0.04,0.00,0.04,0.00,0.00,0.00,2011-09-01,1
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Fighting,Namco Bandai,Bandai Namco Games,Wii,0.04,0.00,0.04,0.00,0.00,0.00,2010-02-25,1
Ben 10 Galactic Racing,Misc,D3Publisher,Unknown,PSV,0.04,0.02,0.00,0.02,0.01,0.00,2012-02-15,1
Bella Sara 2 - The Magic of Drasilmare,Simulation,Big Ben Interactive,EKO Software,3DS,0.04,0.00,0.00,0.04,0.00,0.00,2013-11-22,1
Doki Doki! Pretty Cure Narikiri Life!,Action,Namco Bandai Games,Bandai Namco Games,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2013-08-01,1
Don't Starve: Giant Edition,Adventure,505 Games,Klei Entertainment,XOne,0.04,0.04,0.00,0.00,0.00,0.00,2018-04-17,1
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,Adventure,Happinet,Happinet,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2014-11-20,1
Doko Demo Issho: Let's Gakkou!,Misc,Sony Computer Entertainment,Sony Computer Entertainment,PSP,0.04,0.00,0.04,0.00,0.00,0.00,2006-06-15,1
Here They Lie,Adventure,Sony Interactive Entertainment,Tangentlemen,PS4,0.04,0.00,0.00,0.03,0.01,0.00,2016-10-13,1
Galaxy Fight,Fighting,Sunsoft,Santaclaus,SAT,0.04,0.00,0.04,0.00,0.00,0.00,1996-07-03,1
DoraMoji: Nobita no Kanji Daisakusen,Misc,Shogakukan,Jupiter Corporation,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2015-02-26,1
Attack on Titan: Escape from Certain Death,Adventure,Tecmo Koei,Koei Tecmo Games,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2017-05-11,1
Megadimension Neptunia VIIR,Role-Playing,Idea Factory International,Compile Heart,PS4,0.04,0.01,0.03,0.00,0.00,0.00,2018-05-08,1
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,Misc,Paon,Paon Corporation,PS2,0.04,0.00,0.04,0.00,0.00,0.00,2007-07-26,1
Countdown Vampires,Adventure,Bandai,K2 LLC,PS,0.04,0.02,0.00,0.01,0.00,0.00,2000-08-21,1
Bond of Ten Demons,Visual Novel,Idea Factory,Idea Factory,PSP,0.04,0.00,0.04,0.00,0.00,0.00,2012-07-19,1
Super Robot Taisen OG Infinite Battle,Strategy,Namco Bandai Games,B.B. Studio,PS3,0.04,0.00,0.04,0.00,0.00,0.00,2013-11-28,1
Super Robot Gakuen,Adventure,Namco Bandai,Banpresto,DS,0.04,0.00,0.04,0.00,0.00,0.00,2009-08-27,1
A Ressha de Ikou DS,Simulation,ArtDink,ArtDink,DS,0.04,0.00,0.04,0.00,0.00,0.00,2009-04-23,1
Sengoku Otome: Legend Battle,Action,Unknown,Unknown,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2016-08-25,1
Sengoku Musou 3 Z Special,Action,Tecmo Koei,Omega Force,PSP,0.04,0.00,0.04,0.00,0.00,0.00,2012-02-16,1
Operation Warcade,Shooter,Perpetual,Ivanovich Games,PS4,0.04,0.03,0.00,0.00,0.01,0.00,2018-09-04,1
Operation Flashpoint: Elite,Shooter,Codemasters,Bohemia Interactive,XB,0.04,0.03,0.00,0.01,0.00,0.00,2005-11-08,1
Konoyo no Hate de Koi o Utau Shoujo: Yu-No,Visual Novel,5pb,MAGES,"PS4, PSV",0.04,0.00,0.04,0.00,0.00,0.00,2017-03-16,2
Cook Wars,Misc,Ubisoft,Virtual Toys,Wii,0.04,0.03,0.00,0.00,0.00,0.00,2009-11-24,1
Twilight Syndrome: Kinjiratera Toshi Densetsu,Adventure,Spike,Spike,DS,0.04,0.00,0.04,0.00,0.00,0.00,2008-07-24,1
Turbo: Super Stunt Squad,Racing,D3Publisher,Torus Games Pty. Ltd.,"3DS, Wii",0.04,0.00,0.00,0.04,0.00,0.00,2013-07-16,2
Coraline,Adventure,D3 Publisher,Art,DS,0.04,0.04,0.00,0.00,0.00,0.00,2009-01-27,1
XBLAZE Code: Embryo,Visual Novel,Aksys Games,Arc System Works,PS3,0.04,0.02,0.01,0.00,0.01,0.00,2014-06-24,1
XBLAZE Code: Embryo,Misc,Aksys Games,Unknown,PSV,0.04,0.02,0.01,0.00,0.01,0.00,2014-06-24,1
Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken,Action,FuRyu Corporation,Unknown,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2017-03-02,1
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,Racing,DSI Games,Skyworks Technologies,DS,0.04,0.03,0.00,0.00,0.00,0.00,2007-08-15,1
To Heart 2 Portable,Adventure,Aquaplus,Aquaplus,PSP,0.04,0.00,0.04,0.00,0.00,0.00,2009-07-30,1
Hakuoki: Shinkai - Hana no Shou,Adventure,Idea Factory,Design Factory,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2016-06-16,1
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,Misc,Bandai,Microvision,DS,0.04,0.00,0.04,0.00,0.00,0.00,2005-12-29,1
NBA in the Zone 2000,Sports,Konami,KCEO,N64,0.04,0.04,0.00,0.00,0.00,0.00,2000-02-18,1
Doom,Shooter,id Software,id Software,PC,0.04,0.04,0.00,0.00,0.00,80.00,1993-12-10,1
Harukanaru Toki no Naka de: Maihitoyo,Adventure,KOEI,Koei,PS2,0.04,0.00,0.04,0.00,0.00,0.00,2006-09-21,1
Company of Heroes: Opposing Fronts,Strategy,THQ,Relic,PC,0.04,0.01,0.00,0.03,0.00,0.00,2007-09-24,1
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,Action,Takara Tomy,syn Sophia,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2015-03-19,1
Prey,Shooter,2K Games,Human Head Studios,PC,0.04,0.00,0.00,0.04,0.00,85.00,2006-07-11,1
Ao no Exorcist: Genkoku no Labyrinth,Visual Novel,Namco Bandai Games,Bandai Namco Games,PSP,0.04,0.00,0.04,0.00,0.00,0.00,2012-04-26,1
Praetorians,Strategy,Eidos Interactive,Pyro Studios,PC,0.04,0.00,0.00,0.04,0.00,0.00,2003-03-10,1
Metal Gear Solid HD Collection,Misc,Konami Digital Entertainment,Armature Studio,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2012-06-12,1
Bomberman: Act Zero,Puzzle,Konami,Hudson Soft,X360,0.04,0.04,0.00,0.00,0.00,35.00,2006-08-29,1
The Idolm@ster: Must Songs - Red Board / Blue Board,Music,Namco Bandai Games,Bandai Namco Games,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2015-12-10,1
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,Simulation,FuRyu Corporation,FuRyu Corporation,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2015-12-03,1
Garfield: The Search for Pooky,Platform,Game Factory,InterActive Vision Games,GBA,0.04,0.03,0.00,0.01,0.00,0.00,2005-11-14,1
Gudetama: Hanjuku de Tanomuwa,Action,Rocket Company,Rocket Company,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2015-12-03,1
Kanuchi: Shiroki Tsubasa no Shou,Adventure,Idea Factory,Idea Factory,PS2,0.04,0.00,0.04,0.00,0.00,0.00,2008-10-02,1
Super Black Bass Fishing,Sports,Majesco,Starfish,DS,0.04,0.04,0.00,0.00,0.00,0.00,2006-03-28,1
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,Action-Adventure,FuRyu Corporation,FuRyu,3DS,0.04,0.00,0.04,0.00,0.00,0.00,2014-03-06,1
NBA In The Zone '99,Sports,Konami,Konami Computer Entertainment Osaka,N64,0.04,0.04,0.00,0.00,0.00,0.00,1999-04-07,1
Draglade (JP sales),Fighting,Atlus,Dimps Corporation,DS,0.04,0.00,0.04,0.00,0.00,0.00,2007-12-04,1
Deception III: Dark Delusion,Role-Playing,Tecmo,Tecmo,PS,0.04,0.02,0.00,0.01,0.00,0.00,2000-03-01,1
Outlaw Volleyball Remixed,Sports,Global Star Software,Hypnotix,PS2,0.04,0.02,0.00,0.01,0.00,0.00,2005-05-17,1
Sega Rally 2006,Racing,Unknown,Sega,PS2,0.04,0.00,0.04,0.00,0.00,0.00,,1
Sega Arcade Gallery,Misc,THQ,Bits Studios,GBA,0.04,0.03,0.00,0.01,0.00,0.00,2003-05-21,1
Doom II,Shooter,Activision,Torus Games,GBA,0.04,0.03,0.00,0.01,0.00,81.00,2002-10-28,1
APB Reloaded,Role-Playing,IGS,Reloaded Productions,PC,0.04,0.02,0.00,0.01,0.00,0.00,2011-12-01,1
Twin Strike: Operation Thunder,Shooter,Zoo Games,NA.P.S. Team SNC,Wii,0.04,0.04,0.00,0.00,0.00,0.00,2008-10-28,1
Dance Dance Revolution Disney Mix,Simulation,Konami,KCE Tokyo Inc,PS,0.04,0.02,0.00,0.02,0.00,0.00,2001-09-17,1
Front Mission,Strategy,Square Enix,Square Enix,DS,0.04,0.01,0.03,0.00,0.00,0.00,2007-10-23,1
RollerCoaster Tycoon,Simulation,Microprose,Chris Sawyer,PC,0.04,0.02,0.00,0.02,0.00,87.00,1999-03-31,1
Hanayori Danshi: Koi Seyo Onago,Adventure,Konami,Konami,DS,0.04,0.00,0.04,0.00,0.00,0.00,2008-07-10,1
Hanaoni: Yume no Tsudzuki,Visual Novel,Idea Factory,Design Factory,PSP,0.04,0.00,0.04,0.00,0.00,0.00,2012-03-22,1
Echo Night Beyond,Adventure,Agetec,From Software,PS2,0.04,0.02,0.00,0.01,0.00,0.00,2004-07-27,1
The Settlers History Collection,Simulation,Ubisoft,Blue Byte,PC,0.04,0.00,0.00,0.04,0.00,0.00,2018-11-15,1
L.A. Noire: The Complete Edition,Adventure,Rockstar Games,Rockstar Leeds,"PS3, X360",0.04,0.00,0.00,0.04,0.01,0.00,2011-11-15,2
Deal or No Deal: Special Edition,Misc,Zoo Games,Zoo Games,DS,0.04,0.03,0.00,0.00,0.00,0.00,2010-10-11,1
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,Misc,Sonnet,Unknown,SAT,0.04,0.00,0.04,0.00,0.00,0.00,1995-10-20,1
Sonic the Hedgehog 2,Platform,Sega,Aspect,GG,0.04,0.00,0.04,0.00,0.00,0.00,1992-11-17,1
Sonic PC Collection,Misc,Sega,Sonic Team,PC,0.04,0.00,0.00,0.04,0.00,0.00,2009-09-30,1
Ebikore+ Amagami,Visual Novel,Kadokawa Games,Enterbrain,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2014-01-30,1
Ebikore Photo Kano Kiss,Simulation,Kadokawa Games,Dingo Inc.,PSV,0.04,0.00,0.04,0.00,0.00,0.00,2015-02-05,1
Rogue Trooper Redux,Shooter,Rebellion,TickTock Games,"PS4, XOne",0.04,0.03,0.00,0.00,0.00,0.00,2017-10-17,2
Company of Heroes: Tales of Valor,Strategy,THQ,Relic,PC,0.04,0.00,0.00,0.03,0.01,0.00,2009-04-07,1
FunkMaster Flex's Digital Hitz Factory,Misc,XS Games,Jester Interactive,PS2,0.04,0.02,0.00,0.01,0.00,0.00,2004-07-28,1
Power Play Pool,Sports,Conspiracy Entertainment,System 3,DS,0.04,0.03,0.00,0.00,0.00,0.00,2007-10-26,1
UK Truck Simulator,Simulation,Excalibur Publishing,SCS Software,PC,0.04,0.00,0.00,0.04,0.00,0.00,2010-02-19,1
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,Misc,Namco Bandai,Bandai Namco Games,DS,0.04,0.00,0.04,0.00,0.00,0.00,2007-12-06,1
Soul Eater: Battle Resonance,Action,Namco Bandai,Bec,"PS2, PSP",0.04,0.00,0.04,0.00,0.00,0.00,2009-01-29,2
The Ripping Friends,Action,THQ,Creations,GBA,0.04,0.03,0.00,0.01,0.00,0.00,2002-03-24,1
Myth Makers: Trixie in Toyland,Platform,Conspiracy Entertainment,Data Design Interactive,Wii,0.04,0.04,0.00,0.00,0.00,0.00,2008-06-24,1
